"ID","Gemeinde_fr","Tabelle_fr","Staerkste_Partei"
4023,"Bergdietikon (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r159tab_r2#547d34tab_r3$td£$b£39.4%$/b£$/td£§-0.2$/td£$/tr£$tr£$td£PLR$/td£tab_r128tab_r2#6268AFtab_r3$td£$b£18.5%$/b£$/td£§+2.8$/td£$/tr£$tr£$td£Centre$/td£tab_r117tab_r2#f39f5etab_r3$td£$b£11.4%$/b£$/td£§+1.8$/td£$/tr£$tr£$td£PS$/td£tab_r116tab_r2#ea546ftab_r3$td£$b£10.8%$/b£$/td£§-0.2$/td£$/tr£$tr£$td£PVL$/td£tab_r116tab_r2#cbd401tab_r3$td£$b£10.6%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r17tab_r2#26b300tab_r3$td£$b£4.6%$/b£$/td£§-2.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£929$/b£$br£Taux de participation: $b£50.3%$/b£ (+5.8%)","SVP"
4024,"Birmenstorf (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r151tab_r2#547d34tab_r3$td£$b£33.8%$/b£$/td£§+5.0$/td£$/tr£$tr£$td£Centre$/td£tab_r128tab_r2#f39f5etab_r3$td£$b£18.7%$/b£$/td£§-8.9$/td£$/tr£$tr£$td£PS$/td£tab_r122tab_r2#ea546ftab_r3$td£$b£14.4%$/b£$/td£§+4.5$/td£$/tr£$tr£$td£PLR$/td£tab_r120tab_r2#6268AFtab_r3$td£$b£13.3%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£7.9%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r16tab_r2#26b300tab_r3$td£$b£4.1%$/b£$/td£§-4.4$/td£$/tr£$tr£$td£PEV$/td£tab_r16tab_r2#87bfdctab_r3$td£$b£4.0%$/b£$/td£§+1.3$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£972$/b£$br£Taux de participation: $b£51.9%$/b£ (+4.6%)","SVP"
4026,"Ennetbaden (AG)","tab_h_fr$tr£$td£PS$/td£tab_r145tab_r2#ea546ftab_r3$td£$b£30.0%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£PLR$/td£tab_r126tab_r2#6268AFtab_r3$td£$b£17.1%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£PVL$/td£tab_r120tab_r2#cbd401tab_r3$td£$b£13.3%$/b£$/td£§+0.8$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r119tab_r2#26b300tab_r3$td£$b£12.9%$/b£$/td£§-1.6$/td£$/tr£$tr£$td£UDC$/td£tab_r117tab_r2#547d34tab_r3$td£$b£11.3%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£Centre$/td£tab_r117tab_r2#f39f5etab_r3$td£$b£11.2%$/b£$/td£§+0.3$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'477$/b£$br£Taux de participation: $b£65.1%$/b£ (-0.5%)","SP"
4027,"Fislisbach (AG)","Résultats non encore disponibles.","no_data"
4028,"Freienwil (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r147tab_r2#547d34tab_r3$td£$b£31.2%$/b£$/td£§+11.0$/td£$/tr£$tr£$td£PS$/td£tab_r127tab_r2#ea546ftab_r3$td£$b£17.9%$/b£$/td£§+0.8$/td£$/tr£$tr£$td£Centre$/td£tab_r120tab_r2#f39f5etab_r3$td£$b£13.2%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£PLR$/td£tab_r118tab_r2#6268AFtab_r3$td£$b£11.7%$/b£$/td£§-6.0$/td£$/tr£$tr£$td£PVL$/td£tab_r115tab_r2#cbd401tab_r3$td£$b£9.9%$/b£$/td£§+1.7$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r114tab_r2#26b300tab_r3$td£$b£9.5%$/b£$/td£§-4.4$/td£$/tr£$tr£$td£PEV$/td£tab_r15tab_r2#87bfdctab_r3$td£$b£3.1%$/b£$/td£§-2.3$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£466$/b£$br£Taux de participation: $b£61.8%$/b£ (+3.4%)","SVP"
4029,"Gebenstorf (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r145tab_r2#547d34tab_r3$td£$b£29.9%$/b£$/td£§+3.2$/td£$/tr£$tr£$td£PS$/td£tab_r128tab_r2#ea546ftab_r3$td£$b£19.0%$/b£$/td£§+1.2$/td£$/tr£$tr£$td£PLR$/td£tab_r122tab_r2#6268AFtab_r3$td£$b£14.9%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£Centre$/td£tab_r120tab_r2#f39f5etab_r3$td£$b£13.2%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PVL$/td£tab_r114tab_r2#cbd401tab_r3$td£$b£9.5%$/b£$/td£§-0.4$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.4%$/b£$/td£§-3.2$/td£$/tr£$tr£$td£PEV$/td£tab_r15tab_r2#87bfdctab_r3$td£$b£3.1%$/b£$/td£§-0.8$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'557$/b£$br£Taux de participation: $b£47.0%$/b£ (+2.5%)","SVP"
4030,"Killwangen (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r152tab_r2#547d34tab_r3$td£$b£34.5%$/b£$/td£§+3.8$/td£$/tr£$tr£$td£PS$/td£tab_r123tab_r2#ea546ftab_r3$td£$b£15.1%$/b£$/td£§-0.2$/td£$/tr£$tr£$td£Centre$/td£tab_r122tab_r2#f39f5etab_r3$td£$b£14.4%$/b£$/td£§-2.9$/td£$/tr£$tr£$td£PLR$/td£tab_r121tab_r2#6268AFtab_r3$td£$b£13.9%$/b£$/td£§+4.0$/td£$/tr£$tr£$td£PVL$/td£tab_r115tab_r2#cbd401tab_r3$td£$b£10.1%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r19tab_r2#26b300tab_r3$td£$b£5.7%$/b£$/td£§-3.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£502$/b£$br£Taux de participation: $b£40.2%$/b£ (+0.5%)","SVP"
4031,"Künten (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r166tab_r2#547d34tab_r3$td£$b£44.1%$/b£$/td£§+3.2$/td£$/tr£$tr£$td£Centre$/td£tab_r125tab_r2#f39f5etab_r3$td£$b£16.5%$/b£$/td£§+0.0$/td£$/tr£$tr£$td£PS$/td£tab_r116tab_r2#ea546ftab_r3$td£$b£10.7%$/b£$/td£§-0.9$/td£$/tr£$tr£$td£PLR$/td£tab_r114tab_r2#6268AFtab_r3$td£$b£9.1%$/b£$/td£§+0.5$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£9.0%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r19tab_r2#26b300tab_r3$td£$b£6.3%$/b£$/td£§-2.5$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£616$/b£$br£Taux de participation: $b£50.1%$/b£ (+5.0%)","SVP"
4032,"Mägenwil (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r158tab_r2#547d34tab_r3$td£$b£38.5%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£PLR$/td£tab_r124tab_r2#6268AFtab_r3$td£$b£16.1%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£Centre$/td£tab_r122tab_r2#f39f5etab_r3$td£$b£14.7%$/b£$/td£§-3.6$/td£$/tr£$tr£$td£PS$/td£tab_r118tab_r2#ea546ftab_r3$td£$b£11.8%$/b£$/td£§-0.7$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£7.8%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r18tab_r2#26b300tab_r3$td£$b£5.5%$/b£$/td£§-0.4$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£554$/b£$br£Taux de participation: $b£43.7%$/b£ (+2.8%)","SVP"
4033,"Mellingen (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r153tab_r2#547d34tab_r3$td£$b£35.5%$/b£$/td£§+3.4$/td£$/tr£$tr£$td£Centre$/td£tab_r122tab_r2#f39f5etab_r3$td£$b£14.4%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£PS$/td£tab_r121tab_r2#ea546ftab_r3$td£$b£13.8%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.9%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£PVL$/td£tab_r116tab_r2#cbd401tab_r3$td£$b£10.5%$/b£$/td£§+0.1$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r19tab_r2#26b300tab_r3$td£$b£6.1%$/b£$/td£§-2.2$/td£$/tr£$tr£$td£Divers$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.1%$/b£$/td£§+0.8$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'329$/b£$br£Taux de participation: $b£41.4%$/b£ (-)","SVP"
4034,"Neuenhof (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r155tab_r2#547d34tab_r3$td£$b£37.0%$/b£$/td£§+4.9$/td£$/tr£$tr£$td£PS$/td£tab_r128tab_r2#ea546ftab_r3$td£$b£18.9%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£Centre$/td£tab_r121tab_r2#f39f5etab_r3$td£$b£14.1%$/b£$/td£§-4.0$/td£$/tr£$tr£$td£PLR$/td£tab_r116tab_r2#6268AFtab_r3$td£$b£10.9%$/b£$/td£§+0.8$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.6%$/b£$/td£§-1.0$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r19tab_r2#26b300tab_r3$td£$b£5.7%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PEV$/td£tab_r15tab_r2#87bfdctab_r3$td£$b£3.5%$/b£$/td£§+0.5$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'203$/b£$br£Taux de participation: $b£33.9%$/b£ (-0.3%)","SVP"
4035,"Niederrohrdorf (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r142tab_r2#547d34tab_r3$td£$b£27.8%$/b£$/td£§+3.2$/td£$/tr£$tr£$td£Centre$/td£tab_r128tab_r2#f39f5etab_r3$td£$b£18.9%$/b£$/td£§-3.1$/td£$/tr£$tr£$td£PLR$/td£tab_r127tab_r2#6268AFtab_r3$td£$b£17.8%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£PS$/td£tab_r118tab_r2#ea546ftab_r3$td£$b£12.1%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PVL$/td£tab_r116tab_r2#cbd401tab_r3$td£$b£10.4%$/b£$/td£§+0.7$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r19tab_r2#26b300tab_r3$td£$b£6.3%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£PEV$/td£tab_r15tab_r2#87bfdctab_r3$td£$b£3.5%$/b£$/td£§+0.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'557$/b£$br£Taux de participation: $b£52.4%$/b£ (+0.4%)","SVP"
4037,"Oberrohrdorf (AG)","Résultats non encore disponibles.","no_data"
4038,"Obersiggenthal (AG)","Résultats non encore disponibles.","no_data"
4039,"Remetschwil (AG)","Résultats non encore disponibles.","no_data"
4040,"Spreitenbach (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r157tab_r2#547d34tab_r3$td£$b£38.1%$/b£$/td£§+2.8$/td£$/tr£$tr£$td£PS$/td£tab_r128tab_r2#ea546ftab_r3$td£$b£18.5%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£Centre$/td£tab_r122tab_r2#f39f5etab_r3$td£$b£14.7%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£PLR$/td£tab_r118tab_r2#6268AFtab_r3$td£$b£12.0%$/b£$/td£§+1.7$/td£$/tr£$tr£$td£PVL$/td£tab_r18tab_r2#cbd401tab_r3$td£$b£5.6%$/b£$/td£§-2.5$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r18tab_r2#26b300tab_r3$td£$b£5.3%$/b£$/td£§-2.2$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'197$/b£$br£Taux de participation: $b£26.4%$/b£ (+0.4%)","SVP"
4041,"Stetten (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r151tab_r2#547d34tab_r3$td£$b£34.1%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£Centre$/td£tab_r125tab_r2#f39f5etab_r3$td£$b£16.3%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£PS$/td£tab_r124tab_r2#ea546ftab_r3$td£$b£16.2%$/b£$/td£§+3.3$/td£$/tr£$tr£$td£PLR$/td£tab_r120tab_r2#6268AFtab_r3$td£$b£13.1%$/b£$/td£§-0.4$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r110tab_r2#26b300tab_r3$td£$b£6.4%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£PVL$/td£tab_r19tab_r2#cbd401tab_r3$td£$b£5.8%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£Divers$/td£tab_r16tab_r2#bebebetab_r3$td£$b£4.2%$/b£$/td£§+1.7$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£666$/b£$br£Taux de participation: $b£45.7%$/b£ (+3.9%)","SVP"
4042,"Turgi (AG)","tab_h_fr$tr£$td£PS$/td£tab_r143tab_r2#ea546ftab_r3$td£$b£28.4%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£UDC$/td£tab_r127tab_r2#547d34tab_r3$td£$b£17.9%$/b£$/td£§-3.1$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r121tab_r2#26b300tab_r3$td£$b£14.0%$/b£$/td£§-1.6$/td£$/tr£$tr£$td£PLR$/td£tab_r121tab_r2#6268AFtab_r3$td£$b£14.0%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£Centre$/td£tab_r116tab_r2#f39f5etab_r3$td£$b£10.9%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£PVL$/td£tab_r115tab_r2#cbd401tab_r3$td£$b£9.9%$/b£$/td£§+1.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£672$/b£$br£Taux de participation: $b£43.4%$/b£ (-0.7%)","SP"
4044,"Untersiggenthal (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r145tab_r2#547d34tab_r3$td£$b£30.1%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£PS$/td£tab_r129tab_r2#ea546ftab_r3$td£$b£19.6%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£Centre$/td£tab_r121tab_r2#f39f5etab_r3$td£$b£14.0%$/b£$/td£§+0.2$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.7%$/b£$/td£§-2.3$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r113tab_r2#26b300tab_r3$td£$b£8.8%$/b£$/td£§-3.7$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.6%$/b£$/td£§+0.4$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£2'135$/b£$br£Taux de participation: $b£50.8%$/b£ (+1.4%)","SVP"
4045,"Wettingen (AG)","Résultats non encore disponibles.","no_data"
4046,"Wohlenschwil (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r151tab_r2#547d34tab_r3$td£$b£34.0%$/b£$/td£§+5.2$/td£$/tr£$tr£$td£Centre$/td£tab_r122tab_r2#f39f5etab_r3$td£$b£14.4%$/b£$/td£§-6.5$/td£$/tr£$tr£$td£PS$/td£tab_r121tab_r2#ea546ftab_r3$td£$b£14.1%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PVL$/td£tab_r118tab_r2#cbd401tab_r3$td£$b£12.1%$/b£$/td£§+1.2$/td£$/tr£$tr£$td£PLR$/td£tab_r115tab_r2#6268AFtab_r3$td£$b£9.8%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r113tab_r2#26b300tab_r3$td£$b£8.4%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£PEV$/td£tab_r17tab_r2#87bfdctab_r3$td£$b£4.6%$/b£$/td£§-0.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£523$/b£$br£Taux de participation: $b£47.2%$/b£ (+1.6%)","SVP"
4047,"Würenlingen (AG)","Résultats non encore disponibles.","no_data"
4048,"Würenlos (AG)","Résultats non encore disponibles.","no_data"
4049,"Ehrendingen (AG)","Résultats non encore disponibles.","no_data"
4061,"Arni (AG)","Résultats non encore disponibles.","no_data"
4062,"Berikon (AG)","Résultats non encore disponibles.","no_data"
4063,"Bremgarten (AG)","Résultats non encore disponibles.","no_data"
4064,"Büttikon (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r177tab_r2#547d34tab_r3$td£$b£51.0%$/b£$/td£§-0.4$/td£$/tr£$tr£$td£PLR$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.6%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£PS$/td£tab_r115tab_r2#ea546ftab_r3$td£$b£9.7%$/b£$/td£§+3.0$/td£$/tr£$tr£$td£Centre$/td£tab_r114tab_r2#f39f5etab_r3$td£$b£9.6%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£8.0%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£Divers$/td£tab_r17tab_r2#bebebetab_r3$td£$b£4.9%$/b£$/td£§+3.3$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£335$/b£$br£Taux de participation: $b£48.9%$/b£ (+9.2%)","SVP"
4065,"Dottikon (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r167tab_r2#547d34tab_r3$td£$b£44.8%$/b£$/td£§+6.4$/td£$/tr£$tr£$td£PS$/td£tab_r123tab_r2#ea546ftab_r3$td£$b£15.1%$/b£$/td£§+0.7$/td£$/tr£$tr£$td£PLR$/td£tab_r122tab_r2#6268AFtab_r3$td£$b£14.4%$/b£$/td£§-0.2$/td£$/tr£$tr£$td£Centre$/td£tab_r117tab_r2#f39f5etab_r3$td£$b£11.4%$/b£$/td£§-3.3$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£4.8%$/b£$/td£§-1.0$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r17tab_r2#26b300tab_r3$td£$b£4.4%$/b£$/td£§-1.5$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£838$/b£$br£Taux de participation: $b£43.6%$/b£ (+2.8%)","SVP"
4066,"Eggenwil (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r163tab_r2#547d34tab_r3$td£$b£42.1%$/b£$/td£§+7.6$/td£$/tr£$tr£$td£PS$/td£tab_r124tab_r2#ea546ftab_r3$td£$b£15.9%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£PLR$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.1%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£Centre$/td£tab_r115tab_r2#f39f5etab_r3$td£$b£9.8%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£8.3%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.5%$/b£$/td£§-3.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£331$/b£$br£Taux de participation: $b£50.4%$/b£ (-1.3%)","SVP"
4067,"Fischbach-Göslikon (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r176tab_r2#547d34tab_r3$td£$b£50.4%$/b£$/td£§+4.3$/td£$/tr£$tr£$td£PLR$/td£tab_r118tab_r2#6268AFtab_r3$td£$b£12.1%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£PS$/td£tab_r116tab_r2#ea546ftab_r3$td£$b£10.9%$/b£$/td£§-0.7$/td£$/tr£$tr£$td£Centre$/td£tab_r114tab_r2#f39f5etab_r3$td£$b£9.1%$/b£$/td£§-5.0$/td£$/tr£$tr£$td£PVL$/td£tab_r19tab_r2#cbd401tab_r3$td£$b£6.2%$/b£$/td£§+1.0$/td£$/tr£$tr£$td£Divers$/td£tab_r18tab_r2#bebebetab_r3$td£$b£5.1%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r15tab_r2#26b300tab_r3$td£$b£3.3%$/b£$/td£§-3.5$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£477$/b£$br£Taux de participation: $b£44.7%$/b£ (+4.0%)","SVP"
4068,"Hägglingen (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r164tab_r2#547d34tab_r3$td£$b£42.5%$/b£$/td£§+5.4$/td£$/tr£$tr£$td£Centre$/td£tab_r124tab_r2#f39f5etab_r3$td£$b£16.0%$/b£$/td£§-0.3$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.5%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£PS$/td£tab_r118tab_r2#ea546ftab_r3$td£$b£12.0%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£7.7%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r16tab_r2#26b300tab_r3$td£$b£4.3%$/b£$/td£§-4.2$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£874$/b£$br£Taux de participation: $b£52.6%$/b£ (+5.4%)","SVP"
4071,"Jonen (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r157tab_r2#547d34tab_r3$td£$b£38.1%$/b£$/td£§+7.4$/td£$/tr£$tr£$td£Centre$/td£tab_r122tab_r2#f39f5etab_r3$td£$b£14.5%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PS$/td£tab_r119tab_r2#ea546ftab_r3$td£$b£12.4%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£PLR$/td£tab_r118tab_r2#6268AFtab_r3$td£$b£12.1%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£PVL$/td£tab_r118tab_r2#cbd401tab_r3$td£$b£11.9%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r110tab_r2#26b300tab_r3$td£$b£6.7%$/b£$/td£§-4.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£847$/b£$br£Taux de participation: $b£55.7%$/b£ (+9.6%)","SVP"
4072,"Niederwil (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r169tab_r2#547d34tab_r3$td£$b£46.3%$/b£$/td£§+7.8$/td£$/tr£$tr£$td£Centre$/td£tab_r126tab_r2#f39f5etab_r3$td£$b£17.3%$/b£$/td£§-5.7$/td£$/tr£$tr£$td£PLR$/td£tab_r116tab_r2#6268AFtab_r3$td£$b£10.9%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£PS$/td£tab_r114tab_r2#ea546ftab_r3$td£$b£9.1%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£7.0%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r15tab_r2#26b300tab_r3$td£$b£3.6%$/b£$/td£§-1.8$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£942$/b£$br£Taux de participation: $b£48.0%$/b£ (+2.9%)","SVP"
4073,"Oberlunkhofen (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r159tab_r2#547d34tab_r3$td£$b£39.3%$/b£$/td£§+5.1$/td£$/tr£$tr£$td£Centre$/td£tab_r123tab_r2#f39f5etab_r3$td£$b£15.1%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£PLR$/td£tab_r121tab_r2#6268AFtab_r3$td£$b£14.1%$/b£$/td£§-2.3$/td£$/tr£$tr£$td£PS$/td£tab_r116tab_r2#ea546ftab_r3$td£$b£11.0%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£PVL$/td£tab_r116tab_r2#cbd401tab_r3$td£$b£10.9%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r19tab_r2#26b300tab_r3$td£$b£5.8%$/b£$/td£§-4.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£844$/b£$br£Taux de participation: $b£55.7%$/b£ (+4.7%)","SVP"
4074,"Oberwil-Lieli (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r168tab_r2#547d34tab_r3$td£$b£45.6%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£PLR$/td£tab_r125tab_r2#6268AFtab_r3$td£$b£16.3%$/b£$/td£§+0.5$/td£$/tr£$tr£$td£Centre$/td£tab_r115tab_r2#f39f5etab_r3$td£$b£10.3%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£PVL$/td£tab_r114tab_r2#cbd401tab_r3$td£$b£9.7%$/b£$/td£§-1.8$/td£$/tr£$tr£$td£PS$/td£tab_r113tab_r2#ea546ftab_r3$td£$b£8.6%$/b£$/td£§-1.0$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r110tab_r2#26b300tab_r3$td£$b£6.9%$/b£$/td£§-0.3$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'121$/b£$br£Taux de participation: $b£61.9%$/b£ (+5.7%)","SVP"
4075,"Rudolfstetten-Friedlisberg (AG)","tab_h_fr$tr£$td£UDC$/td£tab_r154tab_r2#547d34tab_r3$td£$b£36.1%$/b£$/td£§+2.3$/td£$/tr£$tr£$td£PS$/td£tab_r122tab_r2#ea546ftab_r3$td£$b£14.9%$/b£$/td£§-0.9$/td£$/tr£$tr£$td£Centre$/td£tab_r121tab_r2#f39f5etab_r3$td£$b£14.0%$/b£$/td£§-0.7$/td£$/tr£$tr£$td£PVL$/td£tab_r119tab_r2#cbd401tab_r3$td£$b£12.9%$/b£$/td£§+2.2$/td£$/tr£$tr£$td£PLR$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.1%$/b£$/td£§-0.7$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r17tab_r2#26b300tab_r3$td£$b£5.0%$/b£$/td£§-4.0$/td£$/tr£$tr£$td£Divers$/td£tab_r17tab_r2#bebebetab_r3$td£$b£4.3%$/b£$/td£§+2.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'106$/b£$br£Taux de participation: $b£44.0%$/b£ (+4.6%)","SVP"
