"ID","Gemeinde_de","Text_de","Staerkste_Partei"
4024,"Birmenstorf AG","Trotz beträchtlicher Stimmenverluste in Birmenstorf AG bleibt die <b>SVP</b> die vorherrschende Kraft. Die Partei erreicht neu noch einen Wähleranteil von 28,8 Prozent (-8,6 Prozentpunkte).<br><br>Zweitstärkste Partei ist die <b>Mitte</b> mit 23,7 Prozent (+4,5 Prozentpunkte gegenüber 2019).<br><br>Den dritten Platz belegt die <b>FDP</b>. Die Partei erzielt einen Wähleranteil von 12,3 Prozent (Veränderung gegenüber 2019: -1,1 Prozentpunkte).","SVP"
4026,"Ennetbaden AG","Keine Änderung an der Spitze in Ennetbaden: Die <b>SP</b> holt wie vor vier Jahren die meisten Stimmen (29,1 Prozent, +2,3 Prozentpunkte).<br><br>Zweitstärkste Partei ist die <b>FDP</b> mit 17,3 Prozent (-3 Prozentpunkte gegenüber 2019).<br><br>Mit einem Wähleranteil von 14,5 Prozent belegen die <b>Grünen</b> den dritten Platz (Veränderung gegenüber 2019: +2,9 Prozentpunkte).<br><br>Speziell: In keiner anderen Gemeinde des Kantons schneidet die <b>SVP</b> schwächer ab (ohne Kleinstgemeinden).","SP"
4027,"Fislisbach AG","In Fislisbach verliert die <b>SVP</b> zwar deutlich an Stimmen. Die Partei bleibt dennoch die stärkste Kraft und kommt neu auf einen Wähleranteil von 26,6 Prozent (-9 Prozentpunkte).<br><br>Zweitstärkste Partei ist die <b>SP</b> mit 16,8 Prozent (+3,1 Prozentpunkte gegenüber 2019).<br><br>Die <b>FDP</b> landet mit 14,3 Prozent auf dem dritten Platz (Veränderung gegenüber 2019: -1,2 Prozentpunkte).","SVP"
4028,"Freienwil AG","Die <b>SVP</b> ist weiterhin die stärkste Kraft in Freienwil. Mit 20,2 Prozent Wähleranteil verweist die Partei die <b>FDP</b> allerdings nur mit 2,5 Prozentpunkten Abstand auf den zweiten Platz. Die zweitstärkste Partei holt 17,7 Prozent. Die Veränderungen gegenüber 2019: <b>SVP</b>: -10,2 Prozentpunkte; <b>FDP</b>: +3,6 Prozentpunkte.<br><br>Auf dem dritten Platz landet die <b>SP</b> mit 17,1 Prozent der Stimmen. Das bedeutet eine Veränderung von +0,4 Prozentpunkten gegenüber 2019. ","SVP"
4029,"Gebenstorf AG","In Gebenstorf verliert die <b>SVP</b> zwar deutlich an Stimmen. Die Partei bleibt dennoch die stärkste Kraft und kommt neu auf einen Wähleranteil von 26,7 Prozent (-8,5 Prozentpunkte).<br><br>In der Gemeinde landet die <b>SP</b> auf dem zweiten Platz. Die Partei erreicht einen Wählerstimmenanteil von 17,7 Prozent (+0 Prozentpunkte). <br><br>Der dritte Platz geht an die <b>FDP</b>. Die Partei erreicht 14 Prozent der Stimmen (Veränderung von -2,1 Prozentpunkten gegenüber 2019).","SVP"
4030,"Killwangen AG","Keine Änderung an der Spitze in Killwangen: Die <b>SVP</b> holt wie vor vier Jahren die meisten Stimmen (30,7 Prozent, -5,8 Prozentpunkte).<br><br>Auf dem zweiten Platz in der Gemeinde liegt die <b>SP</b>. Die Partei erreicht einen Wählerstimmenanteil von 15,3 Prozent (+1,4 Prozentpunkte).<br><br>Mit einem Wähleranteil von 14 Prozent belegt die <b>Mitte</b> den dritten Platz (Veränderung gegenüber 2019: +0,9 Prozentpunkte).","SVP"
4031,"Künten AG","Mit grossem Abstand verteidigt die <b>SVP</b> ihre Position als grösste Partei in Künten, mit einem Wähleranteil von 40,9 Prozent (-4,1 Prozentpunkte). Der Abstand zur zweitgrößten Partei, der <b>Mitte</b>, beträgt 28,8 Prozentpunkte. Die <b>Mitte</b> erhält 12,1 Prozent der Stimmen (-0,3 Prozentpunkte).<br><br>Die <b>SP</b> landet mit 11,5 Prozent auf dem dritten Platz (Veränderung gegenüber 2019: -1,4 Prozentpunkte).","SVP"
4032,"Mägenwil AG","Trotz beträchtlicher Stimmenverluste in Mägenwil bleibt die <b>SVP</b> die vorherrschende Kraft. Die Partei erreicht neu noch einen Wähleranteil von 34,9 Prozent (-9,8 Prozentpunkte).<br><br>Auf dem zweiten Platz in der Gemeinde liegt die <b>FDP</b>. Die Partei erreicht einen Wählerstimmenanteil von 16,2 Prozent (-2,3 Prozentpunkte).<br><br>Mit einem Wähleranteil von 15,1 Prozent belegt die <b>Mitte</b> den dritten Platz (Veränderung gegenüber 2019: +3,1 Prozentpunkte).","SVP"
4033,"Mellingen AG","In Mellingen verliert die <b>SVP</b> zwar deutlich an Stimmen. Die Partei bleibt dennoch die stärkste Kraft und kommt neu auf einen Wähleranteil von 32,1 Prozent (-8 Prozentpunkte).<br><br>Mit einem Wählerstimmenanteil von 14 Prozent (-3,1 Prozentpunkte) ist die <b>FDP</b> die zweitstärkste Kraft in der Gemeinde.<br><br>Die <b>SP</b> landet mit 13,3 Prozent auf dem dritten Platz (Veränderung gegenüber 2019: -1,1 Prozentpunkte).","SVP"
4034,"Neuenhof AG","In Neuenhof behält die <b>SVP</b> ihren Status als stärkste politische Kraft. Die Partei sichert sich einen Wähleranteil von 32 Prozent (-5,1 Prozentpunkte).<br><br>Die <b>SP</b> ist die zweitstärkste Kraft in der Gemeinde. Die Partei kommt auf 17,7 Prozent (+1,2 Prozentpunkte).<br><br>Auf dem dritten Platz landet die <b>Mitte</b> mit 15,7 Prozent der Stimmen. Das bedeutet eine Veränderung von -1,4 Prozentpunkten gegenüber 2019. ","SVP"
4035,"Niederrohrdorf AG","Die <b>SVP</b> behauptet ihre Position als vorherrschende Partei in Niederrohrdorf. Die Partei verzeichnet einen Wähleranteil von 24,6 Prozent (-6,9 Prozentpunkte).<br><br>In der Gemeinde landet die <b>FDP</b> auf dem zweiten Platz. Die Partei erreicht einen Wählerstimmenanteil von 17,2 Prozent (-0,7 Prozentpunkte). <br><br>Auf dem dritten Platz landet die <b>SP</b> mit 13,6 Prozent der Stimmen. Das bedeutet eine Veränderung von +2 Prozentpunkten gegenüber 2019. ","SVP"
4037,"Oberrohrdorf AG","Die <b>SVP</b> kann ihre Position als dominierende politische Kraft in Oberrohrdorf beibehalten, mit einem Wähleranteil von 25,2 Prozent (-6,3 Prozentpunkte).<br><br>Die <b>FDP</b> belegt in der Gemeinde den zweiten Platz mit einem Wählerstimmenanteil von 19,9 Prozent (-2,9 Prozentpunkte).<br><br>Die <b>Mitte</b> landet mit 13,8 Prozent auf dem dritten Platz (Veränderung gegenüber 2019: +1,3 Prozentpunkte).","SVP"
4038,"Obersiggenthal AG","Ganz knapp bleibt die <b>SVP</b> die grösste Partei in Obersiggenthal. Die Partei holt 23,4 Prozent der Stimmen und hält damit ihren Vorsprung, mit drei Prozentpunkten, vor der <b>SP</b>. Diese muss sich mit 20,5 Prozent und Platz zwei begnügen. Die Veränderungen gegenüber 2019: <b>SVP</b>: -4,5 Prozentpunkte; <b>SP</b>: +1 Prozentpunkte.<br><br>Auf dem dritten Platz landet die <b>FDP</b> mit 15 Prozent der Stimmen. Das bedeutet eine Veränderung von -2,3 Prozentpunkten gegenüber 2019. ","SVP"
4039,"Remetschwil AG","In Remetschwil behält die <b>SVP</b> ihren Status als stärkste politische Kraft. Die Partei sichert sich einen Wähleranteil von 30,4 Prozent (-7 Prozentpunkte).<br><br>Die <b>FDP</b> ist die zweitstärkste Kraft in der Gemeinde. Die Partei kommt auf 17,8 Prozent (-0,3 Prozentpunkte).<br><br>Den dritten Platz in Remetschwil teilen sich zwei Parteien: Die <b>Mitte</b> und die <b>GLP</b> sind genau gleich stark. Mit je 11,5 Prozent kommen beide Parteien auf den gleichen Wähleranteil.","SVP"
4040,"Spreitenbach AG","In Spreitenbach behält die <b>SVP</b> ihren Status als stärkste politische Kraft. Die Partei sichert sich einen Wähleranteil von 35,3 Prozent (-6 Prozentpunkte).<br><br>Mit einem Wählerstimmenanteil von 19,9 Prozent (+3,2 Prozentpunkte) ist die <b>SP</b> die zweitstärkste Kraft in der Gemeinde.<br><br>Den dritten Platz belegt die <b>Mitte</b>. Die Partei erzielt einen Wähleranteil von 10,6 Prozent (Veränderung gegenüber 2019: +0,1 Prozentpunkte).<br><br>Nur wenige Gemeinden weisen eine tiefere Wahlbeteiligung auf als Spreitenbach mit 23,2 Prozent. Sie gehört zu den zehn Gemeinden mit der tiefsten Wahlbeteiligung.","SVP"
4041,"Stetten AG","Mit grossem Abstand verteidigt die <b>SVP</b> ihre Position als grösste Partei in Stetten AG, mit einem Wähleranteil von 35,4 Prozent (-6,3 Prozentpunkte). Der Abstand zur zweitgrößten Partei, der <b>FDP</b>, beträgt 22 Prozentpunkte. Die <b>FDP</b> erhält 13,5 Prozent der Stimmen (-1,7 Prozentpunkte).<br><br>Den dritten Platz belegt die <b>SP</b>. Die Partei erzielt einen Wähleranteil von 12,8 Prozent (Veränderung gegenüber 2019: -0,2 Prozentpunkte).","SVP"
4042,"Turgi AG","In Turgi ist neu die <b>SP</b> die stärkste Partei mit 28 Prozent aller Stimmen. Vor vier Jahren lag die Partei noch auf Rang 2.<br><br>Die <b>SVP</b> verliert mit einem Minus von -6 Prozentpunkten gegenüber den Wahlen 2019 sehr viele Wählerstimmen. Trotzdem liegt die Partei mit einem Wähleranteil von 21,1 Prozent noch auf dem zweiten Platz.<br><br>Die <b>Grünen</b> sichern sich den dritten Platz, mit einem Wähleranteil von 15,6 Prozent (Veränderung gegenüber 2019: +3,8 Prozentpunkte).","SP"
4044,"Untersiggenthal AG","Untersiggenthal ist bei den diesjährigen Nationalratswahlen statistisch betrachtet die durchschnittlichste Gemeinde der ganzen Schweiz. Nirgendwo weicht in Bezug auf die Wähleranteile der grössten Parteien das Wahlverhalten so wenig vom gesamtschweizerischen Resultat ab. So kommt die <b>SVP</b> in Untersiggenthal auf 27,2 Prozent der Wählerstimmen, während der Wähleranteil gesamtschweizerisch 25,6 Prozent beträgt. Die <b>SP</b> erreicht 17,5 Prozent (schweizweit 16,8 Prozent) und die <b>Mitte</b> 13,6 Prozent (13,8 Prozent). Die <b>FDP</b> erzielt 15 Prozent (#Party4_overall_voter_share Prozent), die <b>Grünen</b> 12,6 Prozent (#Party5_overall_voter_share Prozent) und die <b>GLP</b> 8,3 Prozent (#Party6_overall_voter_share Prozent).","SVP"
4045,"Wettingen AG","Unverändert ist die <b>SVP</b> die stärkste Partei in Wettingen mit 22,4 Prozent (-6,6 Prozentpunkte).<br><br>Die <b>SP</b> ist die zweitstärkste Kraft in der Gemeinde. Die Partei kommt auf 19,1 Prozent (+0,3 Prozentpunkte).<br><br>Mit einem Wähleranteil von 13,6 Prozent belegt die <b>Mitte</b> den dritten Platz (Veränderung gegenüber 2019: +0,9 Prozentpunkte).","SVP"
4046,"Wohlenschwil AG","Trotz beträchtlicher Stimmenverluste in Wohlenschwil bleibt die <b>SVP</b> die vorherrschende Kraft. Die Partei erreicht neu noch einen Wähleranteil von 28,8 Prozent (-9,3 Prozentpunkte).<br><br>Die <b>Mitte</b> steigert sich mit einem Plus von +6,1 Prozentpunkte stark. Die Partei belegt nun den zweiten Platz in der Gemeinde. Der Wählerstimmenanteil beträgt neu 16 Prozent.<br><br>Der dritte Platz geht an die <b>SP</b>. Die Partei erreicht 13 Prozent der Stimmen (Veränderung von -1,4 Prozentpunkten gegenüber 2019).","SVP"
4047,"Würenlingen AG","Mit grossem Abstand verteidigt die <b>SVP</b> ihre Position als grösste Partei in Würenlingen, mit einem Wähleranteil von 39,6 Prozent (-5,5 Prozentpunkte). Der Abstand zur zweitgrößten Partei, der <b>Mitte</b>, beträgt 23,6 Prozentpunkte. Die <b>Mitte</b> erhält 15,9 Prozent der Stimmen (-0,2 Prozentpunkte).<br><br>Mit einem Wähleranteil von 14 Prozent belegt die <b>FDP</b> den dritten Platz (Veränderung gegenüber 2019: -0,1 Prozentpunkte).","SVP"
4048,"Würenlos AG","In Würenlos behält die <b>SVP</b> ihren Status als stärkste politische Kraft. Die Partei sichert sich einen Wähleranteil von 30,4 Prozent (-7,1 Prozentpunkte).<br><br>In der Gemeinde landet die <b>FDP</b> auf dem zweiten Platz. Die Partei erreicht einen Wählerstimmenanteil von 14,4 Prozent (-0,7 Prozentpunkte). <br><br>Auf dem dritten Platz landet die <b>Mitte</b> mit 13,5 Prozent der Stimmen. Das bedeutet eine Veränderung von +2,1 Prozentpunkten gegenüber 2019. ","SVP"
4049,"Ehrendingen AG","Unverändert ist die <b>SVP</b> die stärkste Partei in Ehrendingen mit 30,2 Prozent (-7,3 Prozentpunkte).<br><br>Mit einem Wählerstimmenanteil von 13,5 Prozent (+1 Prozentpunkte) ist die <b>SP</b> die zweitstärkste Kraft in der Gemeinde.<br><br>Auf dem dritten Platz landet die <b>FDP</b> mit 13 Prozent der Stimmen. Das bedeutet eine Veränderung von -0,5 Prozentpunkten gegenüber 2019. ","SVP"
4061,"Arni AG","In Arni AG behält die <b>SVP</b> ihren Status als stärkste politische Kraft. Die Partei sichert sich einen Wähleranteil von 31,2 Prozent (-8 Prozentpunkte).<br><br>Die <b>FDP</b> belegt in der Gemeinde den zweiten Platz mit einem Wählerstimmenanteil von 15,9 Prozent (-2,3 Prozentpunkte).<br><br>Deutlich zulegen kann die <b>GLP</b>. Die Partei ist die drittstärkste Kraft in der Gemeinde und kommt neu auf einen Wähleranteil von 12,9 Prozent, was einer Zunahme von +6,1 Prozentpunkten gegenüber der letzten Wahl entspricht.","SVP"
4062,"Berikon AG","Die Spitzenplätze in Berikon bleiben gleich: Unverändert belegen die <b>SVP</b>, die <b>FDP</b> und die <b>SP</b> die ersten drei Plätze. Sie holen 32,6 Prozent (-4,7 Prozentpunkte), 14,1 Prozent (-1,9 Prozentpunkte) respektive 13,3 Prozent (-2,3 Prozentpunkte) der Stimmen.<br><br>","SVP"
4063,"Bremgarten AG","Die <b>SVP</b> kann ihre Position als dominierende politische Kraft in Bremgarten AG beibehalten, mit einem Wähleranteil von 27,8 Prozent (-6,6 Prozentpunkte).<br><br>Die <b>SP</b> ist die zweitstärkste Kraft in der Gemeinde. Die Partei kommt auf 20,1 Prozent (-0,3 Prozentpunkte).<br><br>Den dritten Platz belegt die <b>Mitte</b>. Die Partei erzielt einen Wähleranteil von 12,5 Prozent (Veränderung gegenüber 2019: +1,7 Prozentpunkte).","SVP"
4064,"Büttikon AG","Alles bleibt beim Alten in Büttikon: Die drei stärksten Parteien verteidigen ihre Spitzenplätze in unveränderter Reihenfolge: Die <b>SVP</b> geht mit 51,5 Prozent (-3 Prozentpunkte) wieder als stärkste Kraft aus den Nationalratswahlen. Zweitstärkste Partei ist die <b>FDP</b> (11,3 Prozent, -4,4 Prozentpunkte), drittstärkste die <b>Mitte</b> (9 Prozent, +0,9 Prozentpunkte).<br><br>","SVP"
4065,"Dottikon AG","In Dottikon ist die <b>SVP</b> weiterhin mit deutlichem Abstand die grösste Partei. Sie holt 38,4 Prozent der Stimmen, 23,8 Prozentpunkte mehr als die nächstgrössere Partei.<br><br>Die <b>SP</b> sichert sich den dritten Platz, mit einem Wähleranteil von 14,4 Prozent (Veränderung gegenüber 2019: +0,1 Prozentpunkte).","SVP"
4066,"Eggenwil AG","Keine Änderung an der Spitze in Eggenwil: Die <b>SVP</b> holt wie vor vier Jahren die meisten Stimmen (34,5 Prozent, -5,7 Prozentpunkte).<br><br>Zweitstärkste Partei ist die <b>SP</b> mit 15,6 Prozent (+1,1 Prozentpunkte gegenüber 2019).<br><br>Den dritten Platz belegt die <b>FDP</b>. Die Partei erzielt einen Wähleranteil von 11,6 Prozent (Veränderung gegenüber 2019: -4,3 Prozentpunkte).","SVP"
4067,"Fischbach-Göslikon AG","Mit deutlichem Abstand bleibt die <b>SVP</b> die grösste Partei in Fischbach-Göslikon. Ihre Parteistärke beträgt 46,2 Prozent (-4,5 Prozentpunkte). Der Vorsprung auf die nächstgrössere Partei, die <b>FDP</b>, ist gross: 33,9 Prozentpunkte. Die <b>FDP</b> holt 12,2 Prozent (+0,6 Prozentpunkte).<br><br>Die <b>SP</b> sichert sich den dritten Platz, mit einem Wähleranteil von 11,6 Prozent (Veränderung gegenüber 2019: +3 Prozentpunkte).","SVP"
4068,"Hägglingen AG","In Hägglingen bleibt die <b>SVP</b> unangefochten die stärkste Partei. Sie vereinigt bei den Nationalratswahlen 37,1 Prozent der Stimmen (-4,1 Prozentpunkte) auf sich, 23,9 Prozentpunkte mehr als die zweitplatzierte <b>SP</b> (13,3 Prozent, +1,4 Prozentpunkte).<br><br>Mit einem Wähleranteil von 13,1 Prozent belegt die <b>Mitte</b> den dritten Platz (Veränderung gegenüber 2019: -0,7 Prozentpunkte).","SVP"
4071,"Jonen AG","Unverändert ist die <b>SVP</b> die stärkste Partei in Jonen mit 30,7 Prozent (-7,1 Prozentpunkte).<br><br>Mit einer markanten Verbesserung um +6,5 Prozentpunkte ist die <b>GLP</b> die zweitstärkste Kraft in der Gemeinde. Der Wählerstimmenanteil der Partei liegt neu bei 13,6 Prozent.<br><br>Die <b>FDP</b> landet mit 13,5 Prozent auf dem dritten Platz (Veränderung gegenüber 2019: -0,5 Prozentpunkte).<br><br>Besonders ist: Die <b>GLP</b> erreicht in der Gemeinde das höchste Resultat des gesamten Kantons (ohne Kleinstgemeinden).","SVP"
4072,"Niederwil AG","Die Reihenfolge der Parteien in Niederwil AG bleibt im Vergleich zu den Wahlen 2019 gleich: Die <b>SVP</b> bleibt mit 38,5 Prozent die stärkste Kraft, gefolgt von der <b>Mitte</b> (19,3 Prozent, +5 Prozentpunkte) und der <b>FDP</b> (12 Prozent, -0,9 Prozentpunkte).<br><br>","SVP"
4073,"Oberlunkhofen AG","Keine Änderung an der Spitze in Oberlunkhofen: Die <b>SVP</b> holt wie vor vier Jahren die meisten Stimmen (34,2 Prozent, -2,7 Prozentpunkte).<br><br>Die <b>FDP</b> belegt in der Gemeinde den zweiten Platz mit einem Wählerstimmenanteil von 16,4 Prozent (-1 Prozentpunkte).<br><br>Den dritten Platz belegt die <b>Mitte</b>. Die Partei erzielt einen Wähleranteil von 13,7 Prozent (Veränderung gegenüber 2019: +2,2 Prozentpunkte).","SVP"
4074,"Oberwil-Lieli AG","In Oberwil-Lieli ist die <b>SVP</b> weiterhin mit deutlichem Abstand die grösste Partei. Sie holt 42,1 Prozent der Stimmen, 26,3 Prozentpunkte mehr als die nächstgrössere Partei.<br><br>Auf dem dritten Platz landet die <b>GLP</b> mit 11,5 Prozent der Stimmen. Das bedeutet eine Veränderung von +4,9 Prozentpunkten gegenüber 2019. ","SVP"
4075,"Rudolfstetten-Friedlisberg AG","Trotz beträchtlicher Stimmenverluste in Rudolfstetten-Friedlisberg bleibt die <b>SVP</b> die vorherrschende Kraft. Die Partei erreicht neu noch einen Wähleranteil von 33,8 Prozent (-8,4 Prozentpunkte).<br><br>Auf dem zweiten Platz in der Gemeinde liegt die <b>SP</b>. Die Partei erreicht einen Wählerstimmenanteil von 15,8 Prozent (-0,1 Prozentpunkte).<br><br>Die <b>FDP</b> sichert sich den dritten Platz, mit einem Wähleranteil von 11,8 Prozent (Veränderung gegenüber 2019: -1,1 Prozentpunkte).","SVP"
4076,"Sarmenstorf AG","Mit grossem Abstand verteidigt die <b>SVP</b> ihre Position als grösste Partei in Sarmenstorf, mit einem Wähleranteil von 42,1 Prozent (-0,8 Prozentpunkte). Der Abstand zur zweitgrößten Partei, der <b>FDP</b>, beträgt 28,1 Prozentpunkte. Die <b>FDP</b> erhält 14,1 Prozent der Stimmen (-1,9 Prozentpunkte).<br><br>Die <b>SP</b> landet mit 11,1 Prozent auf dem dritten Platz (Veränderung gegenüber 2019: -0,7 Prozentpunkte).","SVP"
4077,"Tägerig AG","Mit deutlichem Abstand bleibt die <b>SVP</b> die grösste Partei in Tägerig. Ihre Parteistärke beträgt 39,8 Prozent (-1,3 Prozentpunkte). Der Vorsprung auf die nächstgrössere Partei, die <b>SP</b>, ist gross: 25,9 Prozentpunkte. Die <b>SP</b> holt 13,9 Prozent (+1,3 Prozentpunkte).<br><br>Die <b>Mitte</b> sichert sich den dritten Platz, mit einem Wähleranteil von elf Prozent (Veränderung gegenüber 2019: -1,3 Prozentpunkte).","SVP"
4078,"Uezwil AG","Uezwil ist unbestrittenes Territorium der <b>SVP</b>. Die Partei holt die absolute Mehrheit der Stimmen.<br><br>Zweitstärkste Partei ist die <b>Mitte</b> mit 13,2 Prozent (-1 Prozentpunkte gegenüber 2019).<br><br>Der dritte Platz geht an die <b>FDP</b>. Die Partei erreicht 8,1 Prozent der Stimmen (Veränderung von -2,7 Prozentpunkten gegenüber 2019).","SVP"
4079,"Unterlunkhofen AG","Mit grossem Abstand verteidigt die <b>SVP</b> ihre Position als grösste Partei in Unterlunkhofen, mit einem Wähleranteil von 40,2 Prozent (-7 Prozentpunkte). Der Abstand zur zweitgrößten Partei, der <b>Mitte</b>, beträgt 29,1 Prozentpunkte. Die <b>Mitte</b> erhält 11,2 Prozent der Stimmen (+1,6 Prozentpunkte).<br><br>Mit einem Wähleranteil von elf Prozent belegt die <b>SP</b> den dritten Platz (Veränderung gegenüber 2019: -0,7 Prozentpunkte).","SVP"
4080,"Villmergen AG","Mit grossem Abstand verteidigt die <b>SVP</b> ihre Position als grösste Partei in Villmergen, mit einem Wähleranteil von 41,7 Prozent (-7,6 Prozentpunkte). Der Abstand zur zweitgrößten Partei, der <b>FDP</b>, beträgt 28,1 Prozentpunkte. Die <b>FDP</b> erhält 13,6 Prozent der Stimmen (-0,8 Prozentpunkte).<br><br>Der dritte Platz geht an die <b>SP</b>. Die Partei erreicht 12,1 Prozent der Stimmen (Veränderung von 0 Prozentpunkten gegenüber 2019).","SVP"
4081,"Widen AG","Keine Änderung an der Spitze in Widen: Die <b>SVP</b> holt wie vor vier Jahren die meisten Stimmen (33,2 Prozent, -6,2 Prozentpunkte).<br><br>Auf dem zweiten Platz in der Gemeinde liegt die <b>FDP</b>. Die Partei erreicht einen Wählerstimmenanteil von 18 Prozent (-0,6 Prozentpunkte).<br><br>Der dritte Platz geht an die <b>SP</b>. Die Partei erreicht 15,2 Prozent der Stimmen (Veränderung von +1,9 Prozentpunkten gegenüber 2019).","SVP"
