"ID","Gemeinde_it","Tabelle_it","Staerkste_Partei"
3662,"Flerden GR","tab_h_it$tr£$td£UDC$/td£tab_r160tab_r2#547d34tab_r3$td£$b£40.0%$/b£$/td£§+14.2$/td£$/tr£$tr£$td£Centro$/td£tab_r134tab_r2#f39f5etab_r3$td£$b£22.8%$/b£$/td£§-15.6$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.8%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PS$/td£tab_r111tab_r2#ea546ftab_r3$td£$b£7.2%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£UDF$/td£tab_r19tab_r2#3aa59atab_r3$td£$b£6.3%$/b£$/td£§+6.3$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£4.4%$/b£$/td£§-5.5$/td£$/tr£$tr£$td£PEV$/td£tab_r15tab_r2#87bfdctab_r3$td£$b£3.5%$/b£$/td£§+3.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£114$/b£$br£Tasso di partecipazione: $b£59.1%$/b£ (+2.0%)","SVP"
3663,"Masein GR","tab_h_it$tr£$td£PS$/td£tab_r142tab_r2#ea546ftab_r3$td£$b£27.8%$/b£$/td£§+0.8$/td£$/tr£$tr£$td£UDC$/td£tab_r140tab_r2#547d34tab_r3$td£$b£26.6%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£Centro$/td£tab_r126tab_r2#f39f5etab_r3$td£$b£17.6%$/b£$/td£§-2.4$/td£$/tr£$tr£$td£PLR$/td£tab_r118tab_r2#6268AFtab_r3$td£$b£11.7%$/b£$/td£§-0.2$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.3%$/b£$/td£§-0.7$/td£$/tr£$tr£$td£Verdi$/td£tab_r110tab_r2#26b300tab_r3$td£$b£6.9%$/b£$/td£§+1.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£217$/b£$br£Tasso di partecipazione: $b£53.9%$/b£ (-1.3%)","SP"
3668,"Thusis GR","tab_h_it$tr£$td£UDC$/td£tab_r143tab_r2#547d34tab_r3$td£$b£28.8%$/b£$/td£§-1.6$/td£$/tr£$tr£$td£PS$/td£tab_r132tab_r2#ea546ftab_r3$td£$b£21.5%$/b£$/td£§+4.5$/td£$/tr£$tr£$td£Centro$/td£tab_r130tab_r2#f39f5etab_r3$td£$b£19.9%$/b£$/td£§-4.7$/td£$/tr£$tr£$td£PLR$/td£tab_r126tab_r2#6268AFtab_r3$td£$b£17.2%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r18tab_r2#26b300tab_r3$td£$b£5.4%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£5.0%$/b£$/td£§-1.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£709$/b£$br£Tasso di partecipazione: $b£36.1%$/b£ (-1.7%)","SVP"
3669,"Tschappina GR","tab_h_it$tr£$td£UDC$/td£tab_r164tab_r2#547d34tab_r3$td£$b£42.3%$/b£$/td£§+19.7$/td£$/tr£$tr£$td£Centro$/td£tab_r143tab_r2#f39f5etab_r3$td£$b£28.5%$/b£$/td£§-14.5$/td£$/tr£$tr£$td£PLR$/td£tab_r114tab_r2#6268AFtab_r3$td£$b£9.0%$/b£$/td£§+3.1$/td£$/tr£$tr£$td£PS$/td£tab_r113tab_r2#ea546ftab_r3$td£$b£8.4%$/b£$/td£§+1.0$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.5%$/b£$/td£§-2.7$/td£$/tr£$tr£$td£UDF$/td£tab_r15tab_r2#3aa59atab_r3$td£$b£3.6%$/b£$/td£§+3.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£68$/b£$br£Tasso di partecipazione: $b£58.6%$/b£ (-8.4%)","SVP"
3670,"Urmein GR","tab_h_it$tr£$td£UDC$/td£tab_r163tab_r2#547d34tab_r3$td£$b£42.0%$/b£$/td£§+17.3$/td£$/tr£$tr£$td£Centro$/td£tab_r137tab_r2#f39f5etab_r3$td£$b£24.3%$/b£$/td£§-23.9$/td£$/tr£$tr£$td£PLR$/td£tab_r122tab_r2#6268AFtab_r3$td£$b£14.3%$/b£$/td£§+4.0$/td£$/tr£$tr£$td£PS$/td£tab_r115tab_r2#ea546ftab_r3$td£$b£10.0%$/b£$/td£§+2.6$/td£$/tr£$tr£$td£PVL$/td£tab_r18tab_r2#cbd401tab_r3$td£$b£5.2%$/b£$/td£§+0.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£93$/b£$br£Tasso di partecipazione: $b£75.4%$/b£ (+10.7%)","SVP"
3672,"Safiental GR","tab_h_it$tr£$td£UDC$/td£tab_r154tab_r2#547d34tab_r3$td£$b£35.9%$/b£$/td£§+6.0$/td£$/tr£$tr£$td£Centro$/td£tab_r137tab_r2#f39f5etab_r3$td£$b£24.4%$/b£$/td£§-15.4$/td£$/tr£$tr£$td£PS$/td£tab_r121tab_r2#ea546ftab_r3$td£$b£14.2%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£PLR$/td£tab_r112tab_r2#6268AFtab_r3$td£$b£8.3%$/b£$/td£§+3.9$/td£$/tr£$tr£$td£Verdi$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.6%$/b£$/td£§+0.2$/td£$/tr£$tr£$td£UDF$/td£tab_r17tab_r2#3aa59atab_r3$td£$b£4.5%$/b£$/td£§+4.5$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.5%$/b£$/td£§-2.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£423$/b£$br£Tasso di partecipazione: $b£53.9%$/b£ (+1.7%)","SVP"
3673,"Domleschg GR","tab_h_it$tr£$td£UDC$/td£tab_r141tab_r2#547d34tab_r3$td£$b£27.6%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£PS$/td£tab_r137tab_r2#ea546ftab_r3$td£$b£24.4%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£Centro$/td£tab_r125tab_r2#f39f5etab_r3$td£$b£17.0%$/b£$/td£§-2.4$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.9%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r112tab_r2#26b300tab_r3$td£$b£7.8%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.4%$/b£$/td£§-3.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£867$/b£$br£Tasso di partecipazione: $b£52.5%$/b£ (+0.9%)","SVP"
3681,"Avers GR","tab_h_it$tr£$td£PLR$/td£tab_r156tab_r2#6268AFtab_r3$td£$b£37.1%$/b£$/td£§+29.5$/td£$/tr£$tr£$td£UDC$/td£tab_r141tab_r2#547d34tab_r3$td£$b£27.6%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£PS$/td£tab_r124tab_r2#ea546ftab_r3$td£$b£15.9%$/b£$/td£§+1.2$/td£$/tr£$tr£$td£Centro$/td£tab_r117tab_r2#f39f5etab_r3$td£$b£11.2%$/b£$/td£§-26.6$/td£$/tr£$tr£$td£PVL$/td£tab_r19tab_r2#cbd401tab_r3$td£$b£5.7%$/b£$/td£§-3.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£90$/b£$br£Tasso di partecipazione: $b£65.2%$/b£ (+13.6%)","FDP"
3695,"Sufers GR","tab_h_it$tr£$td£UDC$/td£tab_r149tab_r2#547d34tab_r3$td£$b£32.3%$/b£$/td£§+4.7$/td£$/tr£$tr£$td£Centro$/td£tab_r149tab_r2#f39f5etab_r3$td£$b£32.3%$/b£$/td£§-9.6$/td£$/tr£$tr£$td£PS$/td£tab_r119tab_r2#ea546ftab_r3$td£$b£12.9%$/b£$/td£§+3.3$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.5%$/b£$/td£§+0.2$/td£$/tr£$tr£$td£Verdi$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.3%$/b£$/td£§+4.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£61$/b£$br£Tasso di partecipazione: $b£59.8%$/b£ (+7.3%)","SVP"
3701,"Andeer GR","tab_h_it$tr£$td£UDC$/td£tab_r141tab_r2#547d34tab_r3$td£$b£27.7%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£PLR$/td£tab_r135tab_r2#6268AFtab_r3$td£$b£23.2%$/b£$/td£§+7.3$/td£$/tr£$tr£$td£Centro$/td£tab_r134tab_r2#f39f5etab_r3$td£$b£22.5%$/b£$/td£§-6.5$/td£$/tr£$tr£$td£PS$/td£tab_r126tab_r2#ea546ftab_r3$td£$b£17.2%$/b£$/td£§+1.7$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£4.0%$/b£$/td£§-3.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r15tab_r2#26b300tab_r3$td£$b£3.4%$/b£$/td£§-2.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£292$/b£$br£Tasso di partecipazione: $b£44.4%$/b£ (-2.6%)","SVP"
3711,"Rongellen GR","tab_h_it$tr£$td£UDC$/td£tab_r148tab_r2#547d34tab_r3$td£$b£32.0%$/b£$/td£§+13.3$/td£$/tr£$tr£$td£PLR$/td£tab_r136tab_r2#6268AFtab_r3$td£$b£24.0%$/b£$/td£§+18.7$/td£$/tr£$tr£$td£PS$/td£tab_r135tab_r2#ea546ftab_r3$td£$b£23.0%$/b£$/td£§-18.3$/td£$/tr£$tr£$td£Centro$/td£tab_r120tab_r2#f39f5etab_r3$td£$b£13.0%$/b£$/td£§-19.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r112tab_r2#26b300tab_r3$td£$b£8.0%$/b£$/td£§+8.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£20$/b£$br£Tasso di partecipazione: $b£46.5%$/b£ (+2.9%)","SVP"
3712,"Zillis-Reischen GR","tab_h_it$tr£$td£UDC$/td£tab_r152tab_r2#547d34tab_r3$td£$b£34.3%$/b£$/td£§+3.7$/td£$/tr£$tr£$td£PLR$/td£tab_r134tab_r2#6268AFtab_r3$td£$b£22.4%$/b£$/td£§+5.6$/td£$/tr£$tr£$td£Centro$/td£tab_r125tab_r2#f39f5etab_r3$td£$b£16.7%$/b£$/td£§-15.1$/td£$/tr£$tr£$td£PS$/td£tab_r124tab_r2#ea546ftab_r3$td£$b£16.2%$/b£$/td£§+4.7$/td£$/tr£$tr£$td£Verdi$/td£tab_r17tab_r2#26b300tab_r3$td£$b£4.4%$/b£$/td£§+2.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£120$/b£$br£Tasso di partecipazione: $b£42.6%$/b£ (-3.0%)","SVP"
3713,"Ferrera GR","tab_h_it$tr£$td£UDC$/td£tab_r162tab_r2#547d34tab_r3$td£$b£41.3%$/b£$/td£§-2.6$/td£$/tr£$tr£$td£Centro$/td£tab_r129tab_r2#f39f5etab_r3$td£$b£19.6%$/b£$/td£§-16.6$/td£$/tr£$tr£$td£PLR$/td£tab_r126tab_r2#6268AFtab_r3$td£$b£17.5%$/b£$/td£§+10.6$/td£$/tr£$tr£$td£PS$/td£tab_r123tab_r2#ea546ftab_r3$td£$b£15.4%$/b£$/td£§+5.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£29$/b£$br£Tasso di partecipazione: $b£49.2%$/b£ (+5.4%)","SVP"
3714,"Rheinwald GR","tab_h_it$tr£$td£UDC$/td£tab_r157tab_r2#547d34tab_r3$td£$b£37.9%$/b£$/td£§+11.8$/td£$/tr£$tr£$td£Centro$/td£tab_r132tab_r2#f39f5etab_r3$td£$b£21.1%$/b£$/td£§-13.4$/td£$/tr£$tr£$td£PLR$/td£tab_r129tab_r2#6268AFtab_r3$td£$b£19.6%$/b£$/td£§+2.3$/td£$/tr£$tr£$td£PS$/td£tab_r121tab_r2#ea546ftab_r3$td£$b£14.1%$/b£$/td£§-0.2$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£3.8%$/b£$/td£§-0.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£248$/b£$br£Tasso di partecipazione: $b£53.1%$/b£ (+4.8%)","SVP"
3715,"Muntogna da Schons GR","tab_h_it$tr£$td£UDC$/td£tab_r159tab_r2#547d34tab_r3$td£$b£39.4%$/b£$/td£§+14.8$/td£$/tr£$tr£$td£Centro$/td£tab_r129tab_r2#f39f5etab_r3$td£$b£19.3%$/b£$/td£§-17.5$/td£$/tr£$tr£$td£PLR$/td£tab_r128tab_r2#6268AFtab_r3$td£$b£18.8%$/b£$/td£§+6.1$/td£$/tr£$tr£$td£PS$/td£tab_r118tab_r2#ea546ftab_r3$td£$b£11.7%$/b£$/td£§-1.9$/td£$/tr£$tr£$td£Verdi$/td£tab_r18tab_r2#26b300tab_r3$td£$b£5.2%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.3%$/b£$/td£§-2.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£166$/b£$br£Tasso di partecipazione: $b£58.9%$/b£ (-0.3%)","SVP"
3721,"Bonaduz GR","tab_h_it$tr£$td£UDC$/td£tab_r144tab_r2#547d34tab_r3$td£$b£29.1%$/b£$/td£§+2.2$/td£$/tr£$tr£$td£Centro$/td£tab_r141tab_r2#f39f5etab_r3$td£$b£27.2%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£PS$/td£tab_r124tab_r2#ea546ftab_r3$td£$b£15.7%$/b£$/td£§+0.0$/td£$/tr£$tr£$td£PLR$/td£tab_r115tab_r2#6268AFtab_r3$td£$b£10.1%$/b£$/td£§-1.0$/td£$/tr£$tr£$td£PVL$/td£tab_r114tab_r2#cbd401tab_r3$td£$b£9.5%$/b£$/td£§-3.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r110tab_r2#26b300tab_r3$td£$b£7.0%$/b£$/td£§+1.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'085$/b£$br£Tasso di partecipazione: $b£44.9%$/b£ (+2.3%)","SVP"
3722,"Domat/Ems GR","tab_h_it$tr£$td£UDC$/td£tab_r148tab_r2#547d34tab_r3$td£$b£31.9%$/b£$/td£§-0.7$/td£$/tr£$tr£$td£Centro$/td£tab_r142tab_r2#f39f5etab_r3$td£$b£28.2%$/b£$/td£§+0.2$/td£$/tr£$tr£$td£PS$/td£tab_r131tab_r2#ea546ftab_r3$td£$b£20.3%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£PLR$/td£tab_r115tab_r2#6268AFtab_r3$td£$b£10.0%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£4.3%$/b£$/td£§-2.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r16tab_r2#26b300tab_r3$td£$b£4.1%$/b£$/td£§+0.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'868$/b£$br£Tasso di partecipazione: $b£36.9%$/b£ (-2.3%)","SVP"
3723,"Rhäzüns GR","tab_h_it$tr£$td£UDC$/td£tab_r141tab_r2#547d34tab_r3$td£$b£27.0%$/b£$/td£§-2.8$/td£$/tr£$tr£$td£Centro$/td£tab_r139tab_r2#f39f5etab_r3$td£$b£26.3%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PS$/td£tab_r126tab_r2#ea546ftab_r3$td£$b£17.4%$/b£$/td£§-2.0$/td£$/tr£$tr£$td£PLR$/td£tab_r122tab_r2#6268AFtab_r3$td£$b£15.0%$/b£$/td£§+5.5$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.7%$/b£$/td£§-3.5$/td£$/tr£$tr£$td£Verdi$/td£tab_r19tab_r2#26b300tab_r3$td£$b£5.8%$/b£$/td£§+0.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£421$/b£$br£Tasso di partecipazione: $b£40.9%$/b£ (-0.4%)","SVP"
3731,"Felsberg GR","tab_h_it$tr£$td£Centro$/td£tab_r144tab_r2#f39f5etab_r3$td£$b£29.2%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£UDC$/td£tab_r141tab_r2#547d34tab_r3$td£$b£27.2%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£PS$/td£tab_r127tab_r2#ea546ftab_r3$td£$b£18.3%$/b£$/td£§+1.2$/td£$/tr£$tr£$td£PLR$/td£tab_r120tab_r2#6268AFtab_r3$td£$b£13.4%$/b£$/td£§+2.1$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.5%$/b£$/td£§-4.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r16tab_r2#26b300tab_r3$td£$b£4.3%$/b£$/td£§-0.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£840$/b£$br£Tasso di partecipazione: $b£43.9%$/b£ (-2.7%)","Mitte"
3732,"Flims GR","tab_h_it$tr£$td£UDC$/td£tab_r138tab_r2#547d34tab_r3$td£$b£25.5%$/b£$/td£§-3.9$/td£$/tr£$tr£$td£PLR$/td£tab_r135tab_r2#6268AFtab_r3$td£$b£23.1%$/b£$/td£§+4.0$/td£$/tr£$tr£$td£Centro$/td£tab_r127tab_r2#f39f5etab_r3$td£$b£17.9%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£PS$/td£tab_r124tab_r2#ea546ftab_r3$td£$b£15.9%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r113tab_r2#26b300tab_r3$td£$b£8.6%$/b£$/td£§+0.7$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£8.2%$/b£$/td£§-1.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£891$/b£$br£Tasso di partecipazione: $b£47.2%$/b£ (+1.9%)","SVP"
3733,"Tamins GR","tab_h_it$tr£$td£UDC$/td£tab_r145tab_r2#547d34tab_r3$td£$b£30.0%$/b£$/td£§+3.8$/td£$/tr£$tr£$td£PS$/td£tab_r130tab_r2#ea546ftab_r3$td£$b£20.2%$/b£$/td£§-3.5$/td£$/tr£$tr£$td£Centro$/td£tab_r127tab_r2#f39f5etab_r3$td£$b£18.0%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PLR$/td£tab_r123tab_r2#6268AFtab_r3$td£$b£15.2%$/b£$/td£§-2.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r113tab_r2#26b300tab_r3$td£$b£8.5%$/b£$/td£§+2.2$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.7%$/b£$/td£§-0.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£378$/b£$br£Tasso di partecipazione: $b£44.3%$/b£ (-1.9%)","SVP"
3734,"Trin GR","tab_h_it$tr£$td£PS$/td£tab_r139tab_r2#ea546ftab_r3$td£$b£26.1%$/b£$/td£§+0.2$/td£$/tr£$tr£$td£UDC$/td£tab_r135tab_r2#547d34tab_r3$td£$b£23.0%$/b£$/td£§+5.1$/td£$/tr£$tr£$td£Centro$/td£tab_r127tab_r2#f39f5etab_r3$td£$b£18.3%$/b£$/td£§+0.8$/td£$/tr£$tr£$td£PLR$/td£tab_r126tab_r2#6268AFtab_r3$td£$b£17.7%$/b£$/td£§-2.0$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£7.7%$/b£$/td£§-3.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r18tab_r2#26b300tab_r3$td£$b£5.2%$/b£$/td£§-3.1$/td£$/tr£$/table£$br£Schede elettorali valide: $b£537$/b£$br£Tasso di partecipazione: $b£49.6%$/b£ (-0.6%)","SP"
3746,"Zernez GR","tab_h_it$tr£$td£UDC$/td£tab_r163tab_r2#547d34tab_r3$td£$b£41.7%$/b£$/td£§+6.9$/td£$/tr£$tr£$td£PS$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£16.8%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£Centro$/td£tab_r124tab_r2#f39f5etab_r3$td£$b£16.0%$/b£$/td£§-10.7$/td£$/tr£$tr£$td£PLR$/td£tab_r120tab_r2#6268AFtab_r3$td£$b£13.6%$/b£$/td£§+4.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r18tab_r2#26b300tab_r3$td£$b£5.6%$/b£$/td£§-2.5$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£3.9%$/b£$/td£§-2.9$/td£$/tr£$/table£$br£Schede elettorali valide: $b£520$/b£$br£Tasso di partecipazione: $b£47.9%$/b£ (-3.3%)","SVP"
3752,"Samnaun GR","tab_h_it$tr£$td£UDC$/td£tab_r186tab_r2#547d34tab_r3$td£$b£57.6%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£Centro$/td£tab_r130tab_r2#f39f5etab_r3$td£$b£19.8%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£PLR$/td£tab_r123tab_r2#6268AFtab_r3$td£$b£15.3%$/b£$/td£§-2.1$/td£$/tr£$tr£$td£PS$/td£tab_r17tab_r2#ea546ftab_r3$td£$b£4.7%$/b£$/td£§+2.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£171$/b£$br£Tasso di partecipazione: $b£35.4%$/b£ (+3.3%)","SVP"
3762,"Scuol GR","tab_h_it$tr£$td£UDC$/td£tab_r140tab_r2#547d34tab_r3$td£$b£26.7%$/b£$/td£§+2.2$/td£$/tr£$tr£$td£PS$/td£tab_r139tab_r2#ea546ftab_r3$td£$b£26.3%$/b£$/td£§+4.5$/td£$/tr£$tr£$td£PLR$/td£tab_r126tab_r2#6268AFtab_r3$td£$b£17.5%$/b£$/td£§+3.8$/td£$/tr£$tr£$td£Centro$/td£tab_r125tab_r2#f39f5etab_r3$td£$b£16.4%$/b£$/td£§-5.3$/td£$/tr£$tr£$td£Verdi$/td£tab_r19tab_r2#26b300tab_r3$td£$b£5.9%$/b£$/td£§-5.6$/td£$/tr£$tr£$td£PVL$/td£tab_r19tab_r2#cbd401tab_r3$td£$b£5.7%$/b£$/td£§-1.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'306$/b£$br£Tasso di partecipazione: $b£41.8%$/b£ (-0.9%)","SVP"
3764,"Valsot GR","tab_h_it$tr£$td£UDC$/td£tab_r159tab_r2#547d34tab_r3$td£$b£39.5%$/b£$/td£§+10.5$/td£$/tr£$tr£$td£PS$/td£tab_r135tab_r2#ea546ftab_r3$td£$b£23.5%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£Centro$/td£tab_r120tab_r2#f39f5etab_r3$td£$b£13.6%$/b£$/td£§-10.1$/td£$/tr£$tr£$td£PLR$/td£tab_r118tab_r2#6268AFtab_r3$td£$b£12.2%$/b£$/td£§+1.4$/td£$/tr£$tr£$td£Verdi$/td£tab_r19tab_r2#26b300tab_r3$td£$b£5.9%$/b£$/td£§-3.3$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£3.9%$/b£$/td£§-2.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£266$/b£$br£Tasso di partecipazione: $b£38.4%$/b£ (-1.7%)","SVP"
3781,"Bever GR","tab_h_it$tr£$td£UDC$/td£tab_r143tab_r2#547d34tab_r3$td£$b£28.8%$/b£$/td£§+0.1$/td£$/tr£$tr£$td£PS$/td£tab_r142tab_r2#ea546ftab_r3$td£$b£27.7%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£PLR$/td£tab_r126tab_r2#6268AFtab_r3$td£$b£17.1%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£Centro$/td£tab_r122tab_r2#f39f5etab_r3$td£$b£14.9%$/b£$/td£§+2.6$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.4%$/b£$/td£§+1.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£239$/b£$br£Tasso di partecipazione: $b£55.0%$/b£ (+9.1%)","SVP"
3782,"Celerina/Schlarigna GR","tab_h_it$tr£$td£UDC$/td£tab_r146tab_r2#547d34tab_r3$td£$b£30.8%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£PLR$/td£tab_r135tab_r2#6268AFtab_r3$td£$b£23.3%$/b£$/td£§-3.8$/td£$/tr£$tr£$td£PS$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£16.8%$/b£$/td£§+2.4$/td£$/tr£$tr£$td£Centro$/td£tab_r125tab_r2#f39f5etab_r3$td£$b£16.4%$/b£$/td£§-5.1$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.4%$/b£$/td£§+1.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r17tab_r2#26b300tab_r3$td£$b£5.0%$/b£$/td£§+0.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£382$/b£$br£Tasso di partecipazione: $b£39.8%$/b£ (-1.5%)","SVP"
3783,"Madulain GR","tab_h_it$tr£$td£UDC$/td£tab_r140tab_r2#547d34tab_r3$td£$b£27.0%$/b£$/td£§-4.9$/td£$/tr£$tr£$td£PS$/td£tab_r138tab_r2#ea546ftab_r3$td£$b£25.0%$/b£$/td£§+4.7$/td£$/tr£$tr£$td£PLR$/td£tab_r137tab_r2#6268AFtab_r3$td£$b£24.6%$/b£$/td£§+9.9$/td£$/tr£$tr£$td£Centro$/td£tab_r123tab_r2#f39f5etab_r3$td£$b£15.5%$/b£$/td£§-4.8$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.7%$/b£$/td£§+3.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£53$/b£$br£Tasso di partecipazione: $b£38.6%$/b£ (-11.8%)","SVP"
3784,"Pontresina GR","tab_h_it$tr£$td£UDC$/td£tab_r147tab_r2#547d34tab_r3$td£$b£31.4%$/b£$/td£§+5.3$/td£$/tr£$tr£$td£PLR$/td£tab_r137tab_r2#6268AFtab_r3$td£$b£24.7%$/b£$/td£§-3.7$/td£$/tr£$tr£$td£PS$/td£tab_r124tab_r2#ea546ftab_r3$td£$b£16.3%$/b£$/td£§+3.1$/td£$/tr£$tr£$td£Centro$/td£tab_r122tab_r2#f39f5etab_r3$td£$b£14.6%$/b£$/td£§-5.6$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.1%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r15tab_r2#26b300tab_r3$td£$b£3.6%$/b£$/td£§-1.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£536$/b£$br£Tasso di partecipazione: $b£42.2%$/b£ (-2.0%)","SVP"
